Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Snowboard binding mount (product.metafields.test_data.binding_mount),Snowboard length (product.metafields.test_data.snowboard_length),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Status
burton-mint-boot-2016,,,,,,,,,8,,,Mint/Black,,,,,,6350.021024578,shopify,deny,manual,179.95,,true,true,,,,,'886888966320,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/mint-linhnguyen4-3.jpg?v=1778661236,lb,,,,,,
burton-mint-boot-2016,,,,,,,,,8.5,,,Desert Purple,,,,,,6350.021024578,shopify,deny,manual,179.95,,true,true,,,,,'632059937312,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/mint-linhnguyen4-1.jpg?v=1778661236,lb,,,,,,
burton-mint-boot-2016,,,,,,,,,10,,,Mint/Black,,,,,,6350.021024578,shopify,deny,manual,179.95,,true,true,,,,,'886888966238,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/mint-linhnguyen4-3.jpg?v=1778661236,lb,,,,,,
burton-coco-boots-2016-womens,Coco,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>Women's-Specific True Fit™ Design</li>
<li>LACING: Traditional</li>
<li>LINER: Imprint™ 1 Liner with Integrated Lacing</li>
<li>CUSHIONING: DynoLITE Outsole</li>
<li>FLEX AND RESPONSE: 1:1 Soft Flex Tongue</li>
<li>COMFORT: Total Comfort Construction, Snow-Proof Internal Gusset, and Level 1 Molded EVA Footbed</li>
</ul>",Burton,,Snowboard Boots,Snowboard Boots,true,Size,6,,Color,White/Blue,,,,,,6350.021024578,shopify,deny,manual,149.95,,true,true,,,,,'632059939811,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/coco-linhnguyen4-1.jpg?v=1778661234,1,Coco - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/coco-linhnguyen4-1.jpg?v=1778661234,lb,,,,,,active
burton-coco-boots-2016-womens,,,,,,,,,6.5,,,Black/Purple,,,,,,6350.021024578,shopify,deny,manual,149.95,,true,true,,,,,'632059939729,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/coco-linhnguyen4-2.jpg?v=1778661234,2,Coco - linhnguyen4,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/coco-linhnguyen4-2.jpg?v=1778661234,lb,,,,,,
burton-coco-boots-2016-womens,,,,,,,,,7,,,Black/Purple,,,,,,6350.021024578,shopify,deny,manual,149.95,,true,true,,,,,'632059939736,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/coco-linhnguyen4-2.jpg?v=1778661234,lb,,,,,,
burton-coco-boots-2016-womens,,,,,,,,,7,,,White/Blue,,,,,,6350.021024578,shopify,deny,manual,149.95,,true,true,,,,,'632059939835,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/coco-linhnguyen4-1.jpg?v=1778661234,lb,,,,,,
burton-coco-boots-2016-womens,,,,,,,,,7.5,,,Black/Purple,,,,,,6350.021024578,shopify,deny,manual,149.95,,true,true,,,,,'632059939743,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/coco-linhnguyen4-2.jpg?v=1778661234,lb,,,,,,
burton-coco-boots-2016-womens,,,,,,,,,8,,,White/Blue,,,,,,6350.021024578,shopify,deny,manual,149.95,,true,true,,,,,'632059939859,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/coco-linhnguyen4-1.jpg?v=1778661234,lb,,,,,,
burton-coco-boots-2016-womens,,,,,,,,,8.5,,,Black/Purple,,,,,,6350.021024578,shopify,deny,manual,149.95,,true,true,,,,,'632059939767,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/coco-linhnguyen4-2.jpg?v=1778661234,lb,,,,,,
burton-coco-boots-2016-womens,,,,,,,,,9,,,White/Blue,,,,,,6350.021024578,shopify,deny,manual,149.95,,true,true,,,,,'632059939873,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/coco-linhnguyen4-1.jpg?v=1778661234,lb,,,,,,
burton-mint-womens-boot-2015,Mint,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>Women's-Specific True Fit™ Design</li>
<li>LACING: Speed Zone™ Lacing System for True Zonal Lacing Control</li>
<li>LINER: Imprint™ 1 Liner with Integrated Lacing</li>
<li>CUSHIONING: DynoLITE Outsole with NEW Sleeping Bag Reflective Foil</li>
<li>FLEX AND RESPONSE: NEW 1:1 Soft Flex Tongue</li>
<li>COMFORT: Total Comfort Construction, Snow-Proof Internal Gusset, and Level 1 Molded EVA Footbed</li>
<li>The World's Bestselling Women's Boot 11 Years Running</li>
</ul>",Burton,,Snowboard Boots,Snowboard Boots,true,Size,7,,Color,Black/Hot Pink,,,,,,6350.021024578,shopify,deny,manual,127.46,169.95,true,true,,,,,'886888966436,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/10627101505_1_1705x2100_300_RGB.jpg?v=1778661233,1,Mint - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/10627101039_1_1689x2100_300_RGB.jpg?v=1778661233,lb,,,,,,active
burton-mint-womens-boot-2015,,,,,,,,,7,,,White/Tan,,,,,,6350.021024578,shopify,deny,manual,127.46,169.95,true,true,,,,,'886888966566,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/10627101039_1_1689x2100_300_RGB.jpg?v=1778661233,2,Mint - linhnguyen4,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/10627101113_1_1700x2100_300_RGB.jpg?v=1778661233,lb,,,,,,
burton-mint-womens-boot-2015,,,,,,,,,9,,,Purple/Print,,,,,,6350.021024578,shopify,deny,manual,127.46,169.95,true,true,,,,,'886888966474,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/10627101113_1_1700x2100_300_RGB.jpg?v=1778661233,3,Mint - linhnguyen4,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/10627101505_1_1705x2100_300_RGB.jpg?v=1778661233,lb,,,,,,
burton-mint-womens-boot-2015,,,,,,,,,9,,,White/Tan,,,,,,6350.021024578,shopify,deny,manual,127.46,169.95,true,true,,,,,'886888966603,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/10627101113_1_1700x2100_300_RGB.jpg?v=1778661233,lb,,,,,,
burton-coco-womens-snowboard-boot-2015,Coco,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>Women's-Specific True Fit™ Design</li>
<li>LACING: Traditional</li>
<li>LINER: Imprint™ 1 Liner with Integrated Lacing</li>
<li>CUSHIONING: DynoLITE Outsole</li>
<li>FLEX AND RESPONSE: NEW 1:1 Soft Flex Tongue</li>
<li>COMFORT: Total Comfort Construction, Snow-Proof Internal Gusset, and Level 1 Molded EVA Footbed</li>
</ul>",Burton,,Snowboard Boots,Snowboard Boots,true,Size,5,,Color,Black/Purple,,,,,,6350.021024578,shopify,deny,manual,112.46,149.95,true,true,,,,,'886888968430,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/10644101026_1_1706x2100_300_RGB.jpg?v=1778661231,1,Coco - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/10644101026_1_1706x2100_300_RGB.jpg?v=1778661231,lb,,,,,,active
burton-coco-womens-snowboard-boot-2015,,,,,,,,,6,,,Black/Purple,,,,,,6350.021024578,shopify,deny,manual,112.46,149.95,true,true,,,,,'886888968447,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/10644101110_1_1692x2100_300_RGB.jpg?v=1778661231,2,Coco - linhnguyen4,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/10644101026_1_1706x2100_300_RGB.jpg?v=1778661231,lb,,,,,,
burton-coco-womens-snowboard-boot-2015,,,,,,,,,6.5,,,White/Grey/Teal,,,,,,6350.021024578,shopify,deny,manual,112.46,149.95,true,true,,,,,'886888968553,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/10644101110_1_1692x2100_300_RGB.jpg?v=1778661231,lb,,,,,,
burton-coco-womens-snowboard-boot-2015,,,,,,,,,8.5,,,White/Grey/Teal,,,,,,6350.021024578,shopify,deny,manual,112.46,149.95,true,true,,,,,'886888968591,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/10644101110_1_1692x2100_300_RGB.jpg?v=1778661231,lb,,,,,,
burton-coco-womens-snowboard-boot-2015,,,,,,,,,10,,,Black/Purple,,,,,,6350.021024578,shopify,deny,manual,112.46,149.95,true,true,,,,,'886888968416,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/10644101026_1_1706x2100_300_RGB.jpg?v=1778661231,lb,,,,,,
burton-coco-womens-snowboard-boot-2015,,,,,,,,,10,,,White/Grey/Teal,,,,,,6350.021024578,shopify,deny,manual,112.46,149.95,true,true,,,,,'886888968515,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/10644101110_1_1692x2100_300_RGB.jpg?v=1778661231,lb,,,,,,
k2-women-s-izzy-snowboard-boot-2015,Izzy,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li><span style=""line-height: 1.2;"">Lacing System: Lace Up</span></li>
<li><span style=""line-height: 1.2;"">Liner Lacing: Fast-In™</span></li>
<li><span style=""line-height: 1.2;"">Liner: Comfort Foam</span></li>
<li><span style=""line-height: 1.2;"">Outsole: Low-Pro Outsole</span></li>
<li><span style=""line-height: 1.2;"">Footbed: EVA Insole</span></li>
<li><span style=""line-height: 1.2;"">Liner fit: Custom Moldable External J Bars</span></li>
<li><span style=""line-height: 1.2;"">Details: 3D Formed Tongue</span></li>
</ul>",K2,,Snowboard Boots,Snowboard Boots,true,Size,8,,Color,Black,,,,,,6350.021024578,shopify,deny,manual,104.96,139.95,true,true,,,,,'886745213369,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/izzy-linhnguyen4-1.jpg?v=1778661229,1,Izzy - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/izzy-linhnguyen4-1.jpg?v=1778661229,lb,,,,,,active
k2-women-s-izzy-snowboard-boot-2015,,,,,,,,,9,,,Black,,,,,,6350.021024578,shopify,deny,manual,104.96,139.95,true,true,,,,,'886745213383,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/izzy-linhnguyen4-1.jpg?v=1778661229,lb,,,,,,
rossignol-myth-binding-2016-womens,Myth,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li><span style=""line-height: 1.4;"">Baseplate NYLON/GLASS</span></li>
<li><span style=""line-height: 1.4;"">Hi-back MAINFRAME</span></li>
<li><span style=""line-height: 1.4;"">Straps DRAFT</span></li>
<li><span style=""line-height: 1.4;"">Extra PUFFY PAD 2-PART</span></li>
</ul>",Rossignol,,Snowboard Bindings,Snowboard Bindings,true,Size,Small/Medium,,Color,Pink/Black,,,,,,6350.021024578,shopify,deny,manual,129.95,,true,true,,,,,'3607681830307,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/myth-linhnguyen4-1.jpg?v=1778661227,1,Myth - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/myth-linhnguyen4-1.jpg?v=1778661227,lb,,,,,,active
burton-shop-local-sidekick-binding-2016-womens,Sidekick,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>Women's-Specific True Fit™ Design</li>
<li>BASEPLATE: Single-Component 30% Short-Glass/Nylon Composite Re:Flex™</li>
<li>HI-BACK: Dual-Component Canted Living Hinge™ Winged Hi-Back with DialFLAD™</li>
<li>STRAPS: Tweakstrap with NEW Flex Slider and Gettagrip Capstrap™</li>
<li>BUCKLES: Dual-Component Smooth Glide™ Buckles</li>
<li>CUSHIONING: Re:Flex AutoCANT FullBED Cushioning System with Under-Baseplate Dampening Pad and B3 Gel</li>
<li>Features Re-Ground Materials to Reduce Waste</li>
<li>Compatible with All Major Mounting Systems</li>
</ul>",Burton,,Snowboard Bindings,Snowboard Bindings,true,Size,Medium,,Color,Smoothie,,,,,,6350.021024578,shopify,deny,manual,249.95,,true,true,,,,,'632059929232,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/sidekick-linhnguyen4-1.jpg?v=1778661226,1,Sidekick - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/sidekick-linhnguyen4-1.jpg?v=1778661226,lb,,,,,,active
burton-shop-local-sidekick-binding-2016-womens,,,,,,,,,Large,,,Smoothie,,,,,,6350.021024578,shopify,deny,manual,249.95,,true,true,,,,,'632059929225,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/sidekick-linhnguyen4-1.jpg?v=1778661226,lb,,,,,,
burton-lexa-est-binding-2016-womens,Lexa EST,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>Women's-Specific True Fit™ Design</li>
<li>BASEPLATE: 30% Short-Glass/Nylon Composite EST®</li>
<li>HI-BACK: Single-Component Canted Living Hinge™ Zero-Lean Hi-Back with Heel Hammock and DialFLAD™</li>
<li>STRAPS: NEW Asym Hammockstrap™ with Flex Slider and Super Grip Capstrap™</li>
<li>BUCKLES: Double Take Buckles Featuring Insta-Click</li>
<li>CUSHIONING: AutoCANT SensoryBED™ Cushioning System with B3 Gel</li>
<li>Features Re-Ground Materials to Reduce Waste</li>
<li>Rides Exclusively with Burton Boards Featuring The Channel™</li>
</ul>",Burton,,Snowboard Bindings,Snowboard Bindings,true,Size,Medium,,Color,Queen Lacheetah,,,,,,6350.021024578,shopify,deny,manual,259.95,,true,true,,,,,'632059929652,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/lexa-est-linhnguyen4-1.jpg?v=1778661224,1,Lexa EST - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/lexa-est-linhnguyen4-1.jpg?v=1778661224,lb,,,,,,active
burton-lexa-est-binding-2016-womens,,,,,,,,,Large,,,Bad Black,,,,,,6350.021024578,shopify,deny,manual,259.95,,true,true,,,,,'632059929614,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/lexa-est-linhnguyen4-2.jpg?v=1778661224,2,Lexa EST - linhnguyen4,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/lexa-est-linhnguyen4-2.jpg?v=1778661224,lb,,,,,,
rossignol-tesla-binding-2016-womens,Tesla,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>
<span style=""line-height: 1.4;"">Baseplate- </span><span style=""line-height: 1.4;"">NYLON/GLASS</span>
</li>
<li>
<span style=""line-height: 1.4;"">Hi-Back- </span><span style=""line-height: 1.4;"">MAINFRAME ELASTI-BACK</span>
</li>
<li>
<span style=""line-height: 1.4;"">Straps- </span><span style=""line-height: 1.4;"">POUNDER</span>
</li>
<li>
<span style=""line-height: 1.4;"">Extra- </span><span style=""line-height: 1.4;"">TRIAD PAD</span>
</li>
</ul>
<p> </p>",Rossignol,,Snowboard Bindings,Snowboard Bindings,true,Size,S/M,,Color,Red/Purple,,,,,,6350.021024578,shopify,deny,manual,149.95,,true,true,,,,,'3607681830253,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/tesla-linhnguyen4-1.jpg?v=1778661222,1,Tesla - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/tesla-linhnguyen4-1.jpg?v=1778661222,lb,,,,,,active
burton-citizen-binding-2016-womens,Citizen,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>Women's-Specific True Fit™ Design</li>
<li>BASEPLATE: Lightweight, Bomb-Proof Polycarbonate Re:Flex™</li>
<li>HI-BACK: Soft Flexing, Ultra-Lightweight Single-Component Hi-Back with MicroFLAD™</li>
<li>STRAPS: Lushstrap with NEW Flex Slider and Adaptastrap</li>
<li>BUCKLES: Smooth Glide™ Buckles</li>
<li>CUSHIONING: Re:Flex FullBED Cushioning System</li>
<li>Compatible with All Major Mounting Systems</li>
</ul>",Burton,,Snowboard Bindings,Snowboard Bindings,true,Size,Medium,,Color,Nurple,,,,,,6350.021024578,shopify,deny,manual,139.95,,true,true,,,,,'632059928006,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/citizen-linhnguyen4-1.jpg?v=1778661221,1,Citizen - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/citizen-linhnguyen4-1.jpg?v=1778661221,lb,,,,,,active
burton-citizen-binding-2016-womens,,,,,,,,,Medium,,,White,,,,,,6350.021024578,shopify,deny,manual,139.95,,true,true,,,,,'632059927979,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/citizen-linhnguyen4-2.jpg?v=1778661221,2,Citizen - linhnguyen4,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/citizen-linhnguyen4-3.jpg?v=1778661221,lb,,,,,,
burton-citizen-binding-2016-womens,,,,,,,,,Large,,,Nurple,,,,,,6350.021024578,shopify,deny,manual,139.95,,true,true,,,,,'632059927993,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/citizen-linhnguyen4-3.jpg?v=1778661221,3,Citizen - linhnguyen4,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/citizen-linhnguyen4-1.jpg?v=1778661221,lb,,,,,,
burton-citizen-binding-2016-womens,,,,,,,,,Large,,,Black,,,,,,6350.021024578,shopify,deny,manual,139.95,,true,true,,,,,'632059927931,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/citizen-linhnguyen4-2.jpg?v=1778661221,lb,,,,,,
burton-citizen-binding-2016-womens,,,,,,,,,Large,,,White,,,,,,6350.021024578,shopify,deny,manual,139.95,,true,true,,,,,'632059927962,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/citizen-linhnguyen4-3.jpg?v=1778661221,lb,,,,,,
burton-lexa-binding-2016-womens,Lexa,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>Women's-Specific True Fit™ Design</li>
<li>BASEPLATE: Single-Component 30% Short-Glass/Nylon Composite Re:Flex™</li>
<li>HI-BACK: Single-Component Canted Living Hinge™ Zero-Lean Hi-Back with Heel Hammock and DialFLAD™</li>
<li>STRAPS: NEW Asym Hammockstrap™ with Flex Slider and NEW Super Grip Capstrap™</li>
<li>BUCKLES: Double Take Buckles Featuring Insta-Click</li>
<li>CUSHIONING: Re:Flex AutoCANT FullBED Cushioning System with Under-Baseplate Dampening Pad and B3 Gel</li>
<li>Features Re-Ground Materials to Reduce Waste</li>
<li>Compatible with All Major Mounting Systems</li>
</ul>",Burton,,Snowboard Bindings,Snowboard Bindings,true,Size,Medium,,Color,Lacheetah,,,,,,6350.021024578,shopify,deny,manual,259.95,,true,true,,,,,'632059928303,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/lexa-linhnguyen4-1.jpg?v=1778661220,1,Lexa - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/lexa-linhnguyen4-1.jpg?v=1778661220,lb,,,,,,active
burton-lexa-binding-2016-womens,,,,,,,,,Medium,,,Blue Bird,,,,,,6350.021024578,shopify,deny,manual,259.95,,true,true,,,,,'632059928334,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/lexa-linhnguyen4-2.jpg?v=1778661219,2,Lexa - linhnguyen4,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/lexa-linhnguyen4-2.jpg?v=1778661219,lb,,,,,,
burton-stiletto-binding-2016-womens,Stiletto,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>Women's-Specific True Fit™ Design</li>
<li>BASEPLATE: Lightweight, Bomb-Proof Polycarbonate Re:Flex™</li>
<li>HI-BACK: Single-Component Canted Hi-Back with MicroFLAD™</li>
<li>STRAPS: Lushstrap™ with NEW Flex Slider* and Primo Capstrap™</li>
<li>BUCKLES: Smooth Glide™ Buckles</li>
<li>CUSHIONING: Re:Flex™ FullBED Cushioning System</li>
<li>Compatible with All Major Mounting Systems</li>
</ul>",Burton,,Snowboard Bindings,Snowboard Bindings,true,Size,Medium,,Color,Black/White,,,,,,6350.021024578,shopify,deny,manual,179.95,,true,true,,,,,'886888978996,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/stiletto-linhnguyen4-1.jpg?v=1778661218,1,Stiletto - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/stiletto-linhnguyen4-1.jpg?v=1778661218,lb,,,,,,active
burton-stiletto-binding-2016-womens,,,,,,,,,Large,,,Black/White,,,,,,6350.021024578,shopify,deny,manual,179.95,,true,true,,,,,'886888978989,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/stiletto-linhnguyen4-1.jpg?v=1778661218,lb,,,,,,
burton-scribe-binding-2016-womens,Scribe,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>Women's-Specific True Fit™ Design</li>
<li>BASEPLATE: Single-Component 30% Short-Glass/Nylon Composite Re:Flex™</li>
<li>HI-BACK: NEW Nylon Single-Component Canted Living Hinge™ Hi-Back with DialFLAD™</li>
<li>STRAPS: NEW Reactstrap™ with NEW Flex Slider and Gettagrip Capstrap™</li>
<li>BUCKLES: Smooth Glide™ Buckles</li>
<li>CUSHIONING: Re:Flex FullBED Cushioning System with Under-Baseplate Dampening Pad</li>
<li>Features Re-Ground Materials to Reduce Waste</li>
<li>Compatible with All Major Mounting Systems</li>
</ul>",Burton,,Snowboard Bindings,Snowboard Bindings,true,Size,Medium,,Color,Bloodshot,,,,,,6350.021024578,shopify,deny,manual,229.95,,true,true,,,,,'632059929058,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/scribe-linhnguyen4-1.jpg?v=1778661216,1,Scribe - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/scribe-linhnguyen4-1.jpg?v=1778661216,lb,,,,,,active
